ELECCION,nombres_candidato,apellido_paterno_candidato,apellido_materno_candidato,ESTADO,Observada
SENADOR,RICARDO FELIPE,VARGAS,VALENZUELA,APROBADA,SI
DIPUTADO,GONZALO DANIEL,CAMPUSANO,YAÑEZ,APROBADA,SI
DIPUTADO,LESLIE,SANCHEZ,LOBOS,APROBADA,SI
DIPUTADO,YERKO HERNAN,SEPULVEDA,POBLETE,APROBADA,SI
SENADOR,LUZ ANDREA,BERMUDEZ,SANDOVAL,APROBADA,SI
DIPUTADO,ONESIMA,RIQUELME,LIENQUEO,APROBADA,SI
DIPUTADO,FRANCISCO JAVIER,PINOCHET,ROJAS,APROBADA,SI
SENADOR,GALIA TATIANA,AGUILERA,CABALLERO,APROBADA,SI
DIPUTADO,BEATRIZ GABRIELA LEONOR ANGELICA,OLIVARES,VELASCO,APROBADA,SI
DIPUTADO,RAUL,FUHRER,SANCHEZ,APROBADA,SI
DIPUTADO,TOMAS,HOFFMANN,OPAZO,APROBADA,SI
DIPUTADO,CRISTOBAL,MARTINEZ,RAMIREZ,APROBADA,SI
DIPUTADO,JORGE RAUL,ESTAY,OLGUIN,APROBADA,SI
DIPUTADO,DANIEL,BUSTOS,AGUAYO,RECHAZADA,NO
SENADOR,CAROLINA EILYN,GONZALEZ,ABARCA,RECHAZADA,SI
SENADOR,SANDRA AMERICA,NEIRA,ESPINOZA,APROBADA,SI
SENADOR,RUTH IRENE,ALVARADO,MONTES,APROBADA,NO
DIPUTADO,CRISTOBAL ANDRES,RODRIGUEZ,OLIVARES,APROBADA,SI
DIPUTADO,MARIA JOSE,DIAZ,BECERRA,APROBADA,SI
DIPUTADO,ESTEBAN MAURICIO,CHAVEZ,RIVERA,APROBADA,SI
DIPUTADO,MATIAS FELIPE,RAMIREZ,PASCAL,APROBADA,SI
DIPUTADO,GONZALO ENRIQUE,WARD,GARFIAS,APROBADA,SI
DIPUTADO,JORGE DAVID,PARRA,ACUÑA,APROBADA,SI
DIPUTADO,CAMILO ANTONIO,CAMMAS,BRANGIER,APROBADA,SI
DIPUTADO,NATALY VALESKA,FINLEZ,ZARATE,APROBADA,SI
DIPUTADO,JAIME FELIPE,RETAMALES,GUZMAN,RECHAZADA,NO
DIPUTADO,JENNIFFER LILIANA,ISLA,PIZARRO,APROBADA,SI
DIPUTADO,GERMAN GABRIEL,DELGADO,AYALA,APROBADA,SI
DIPUTADO,LUIS,CASADO,ZURITA,APROBADA,SI
SENADOR,TAMARA JOCELYN,GAYTAN,CHAVEZ,APROBADA,SI
DIPUTADO,RUDDY,FIGUEROA,GONZALEZ,APROBADA,SI
DIPUTADO,CARLOS ENRIQUE,VEGA,RAMOS,APROBADA,SI
DIPUTADO,NATALIA,ROMERO,TALGUIA,APROBADA,SI
DIPUTADO,CAROLINA,CARCAMO,HERNANDEZ,APROBADA,SI
DIPUTADO,CAROLINA,TELLO,ROJAS,APROBADA,SI
SENADOR,DOMINGO,LARA,IZQUIERDO,APROBADA,SI
DIPUTADO,PABLO IGNACIO,VERDUGO,VERGARA,APROBADA,SI
DIPUTADO,MAXIMILIANO ROBERTO,ARREPOL,COLLANTE,APROBADA,SI
DIPUTADO,GONZALO HERIBERTO,TAMBLAY,TAPIA,APROBADA,NO
DIPUTADO,JORGE,GUZMAN,ZEPEDA,APROBADA,SI
DIPUTADO,ANA CECILIA,RETAMAL,RAMOS,APROBADA,NO
SENADOR,KARINA LORETTA,OLIVA,PEREZ,APROBADA,SI
DIPUTADO,SINDY,SALAZAR,PINCHEIRA,APROBADA,SI
DIPUTADO,MARCOS RAFAEL,PAZ,SILVA,APROBADA,SI
DIPUTADO,FELIPE EMILIO,ARANDA,SARAVIA,APROBADA,SI
DIPUTADO,FERNANDO,SAN ROMAN,BASCUÑAN,APROBADA,SI
SENADOR,ANTARIS CATALINA,VARELA,COMPAGNON,APROBADA,NO
DIPUTADO,CHRISTIAN ARIEL,GALLARDO,CASTRO,APROBADA,SI
DIPUTADO,CRISTOBAL,SAAVEDRA,ALARCON,APROBADA,SI
SENADOR,DANIELA,DRESDNER,VICENCIO,APROBADA,SI
DIPUTADO,MIGUEL,CRISPI,SERRANO,APROBADA,SI
DIPUTADO,FRANCISCO JAVIER,VALENCIA,MUÑOZ,APROBADA,SI
DIPUTADO,DIEGO IGNACIO,SCHALPER,SEPULVEDA,APROBADA,SI
DIPUTADO,SOFIA,RENGIFO,OTTONE,APROBADA,SI
DIPUTADO,MIGUEL ANGEL,CALISTO,AGUILA,RECHAZADA,SI
DIPUTADO,NATHALI VALESKA,ROA,REBOLLEDO,APROBADA,SI
DIPUTADO,CARLA NATALIA,ALLENDES,SOZA,APROBADA,SI
DIPUTADO,MARJORIE LISSETTE,ARAYA,ROBLES,APROBADA,NO
DIPUTADO,DORIAN OBRYAN,GODOY,ACUÑA,APROBADA,NO
SENADOR,FABIOLA MABEL,MOYA,HERNANDEZ,APROBADA,SI
DIPUTADO,VINKA ESTEFANIA,PUSICH,CAMACHO,APROBADA,SI
SENADOR,JACQUELINE,SANTANDER,MIRANDA,APROBADA,SI
DIPUTADO,MAURO DANIEL,GONZALEZ,VILLARROEL,APROBADA,NO
DIPUTADO,ANDRES ALEJANDRO,SANTANA,RIQUELME,APROBADA,SI
DIPUTADO,ALEJANDRO ESTEBAN,OVALLE,CONTRERAS,APROBADA,SI
DIPUTADO,SHIRLEY FABIOLA,LEIVA,CATALAN,RECHAZADA,NO
DIPUTADO,GUILLERMO,ROA,URZUA,APROBADA,SI
DIPUTADO,TOMAS,FUENTES,BARROS,APROBADA,SI
DIPUTADO,JEANNETTE IVONNE,MEDEL,QUILODRAN,APROBADA,SI
DIPUTADO,LUIS,LOBOS,MEZA,APROBADA,SI
DIPUTADO,NATALY JAZMIN,DE LA HOZ,MORAGA,APROBADA,SI
SENADOR,CAROLINA SILVANA,FIGUEROA,OLAVE,APROBADA,SI
DIPUTADO,ELIZABETH,RODRIGUEZ,SIERRA,APROBADA,SI
DIPUTADO,SEBASTIAN PATRICIO,VIDELA,CASTILLO,APROBADA,SI
SENADOR,CLAUDIO ALEXIS,MELLA,ZAMORANO,APROBADA,SI
DIPUTADO,JOHANNA VALESKA,ORTEGA,LARRAÑAGA,APROBADA,SI
DIPUTADO,TERESA MATILDE ALBERTINA,ALMONACID,ALMONACID,APROBADA,SI
DIPUTADO,VANESSA JACQUELINNE,HUAIQUIMILLA,PINOCHET,APROBADA,SI
SENADOR,PABLO,RIVEROS,QUIROZ,APROBADA,SI
DIPUTADO,PAULA,LABRA,BESSERER,APROBADA,SI
DIPUTADO,ANDRES,BOCAZ,CHACON,APROBADA,SI
SENADOR,RODRIGO ENRIQUE,URZUA,CHAVEZ,APROBADA,SI
DIPUTADO,ANGELICA,VELASQUEZ,PEREZ,APROBADA,NO
DIPUTADO,FLORENCIA CONSTANZA,LAGOS,NEUMANN,APROBADA,SI
DIPUTADO,FELIPE ANDRES,CORVALAN,DESTEFANI,APROBADA,SI
DIPUTADO,GONZALO,WINTER,ETCHEBERRY,APROBADA,SI
SENADOR,CARLA DANIELA,AMTHAUER,GONZALEZ,APROBADA,SI
DIPUTADO,MIGUEL,CONCHA,MANSO,APROBADA,SI
DIPUTADO,MONICA TAMARA,ARCE,CASTRO,APROBADA,NO
SENADOR,DAIANA,SQUELLA,VENENCIANO,APROBADA,SI
DIPUTADO,FRANCHESCA CAROLINE,HERNANDEZ,VELIZ,APROBADA,SI
DIPUTADO,JOSEFFE TAMARA,CACERES,TORRES,APROBADA,SI
DIPUTADO,DYNKO HANZ,KOTHER,VALDIVIA,APROBADA,SI
DIPUTADO,EDUARDO,GARCIA,URZUA,APROBADA,SI
DIPUTADO,JORGE,ACOSTA,ACOSTA,APROBADA,SI
DIPUTADO,ALEXANDER OLIVER,SALIN,ESPINOZA,APROBADA,SI
DIPUTADO,RAMON YUC-LIONG,KONG,GONZALEZ,APROBADA,SI
SENADOR,MARIANA CECILIA,GUTIERREZ,GARCIA,APROBADA,SI
DIPUTADO,FELIPE ALFONSO,RODRIGUEZ,VASQUEZ,APROBADA,SI
DIPUTADO,EALEEN CHRISWORT,FOX,MARSHALL,APROBADA,SI
DIPUTADO,TAMARA DEL CARMEN,AVENDAÑO,LEVINAO,APROBADA,NO
DIPUTADO,YERKO ALEXIS,CORTES,ROJAS,APROBADA,SI
DIPUTADO,ROMINA ANDREA,MARAGAÑO,SCHMIDT,APROBADA,SI
DIPUTADO,ANDREA VALESKA,BERRIOS,VALENZUELA,APROBADA,SI
DIPUTADO,VLADO,MIROSEVIC,VERDUGO,APROBADA,SI
DIPUTADO,ANTONIO ALEJANDRO,PAEZ,AGUILAR,APROBADA,SI
SENADOR,ROCIO,DONOSO,PINEDA,APROBADA,SI
DIPUTADO,CAMILA,ARENAS,CASTILLO,APROBADA,SI
DIPUTADO,LORENZO,BASCUÑAN,HEVIA,APROBADA,SI
DIPUTADO,MATIAS ANTONIO,MORALES,PRADO,APROBADA,SI
DIPUTADO,JUAN MARCELO,VALENZUELA,HENRIQUEZ,APROBADA,SI
DIPUTADO,PABLO,SANCHEZ,MARQUEZ,APROBADA,SI
DIPUTADO,OMAR PAUL HEINER,REESE,ERICES,APROBADA,SI
DIPUTADO,GLORIA EVELYN,HERRERA,PEREZ,APROBADA,SI
DIPUTADO,SEBASTIAN NOE,GONZALEZ,DONOSO,APROBADA,SI
DIPUTADO,VANESSA NATALIE,BARRIA,BARRIA,APROBADA,NO
DIPUTADO,CAROLINA,OLATE,SANCHEZ,APROBADA,NO
DIPUTADO,LEO,TULLERES,CABRERA,APROBADA,NO
DIPUTADO,CAMILA ALEJANDRA,FLORES,OPORTO,APROBADA,SI
DIPUTADO,MARIA JOSE,LEIVA,JOPIA,APROBADA,NO
DIPUTADO,KEVIN ANDRES,BUSTAMANTE,ALAMOS,APROBADA,SI
DIPUTADO,JUAN PABLO,RIVERA,GONZALEZ,APROBADA,SI
DIPUTADO,SEBASTIAN VICENTE,CARMONA,ORQUERA,RECHAZADA,NO
DIPUTADO,DANIELA MARGARITA ESMERALDA,RIQUELME,PEREZ,APROBADA,SI
DIPUTADO,LEANDRO,KUNSTMANN,COLLADO,APROBADA,SI
DIPUTADO,TABINA GABRIELA,MANQUE,MANQUE,APROBADA,SI
DIPUTADO,TOMAS,DE REMENTERIA,VENEGAS,APROBADA,SI
DIPUTADO,SOFIA ALEJANDRA,GONZALEZ,CORTES,APROBADA,SI
DIPUTADO,JOSE CARLOS,MEZA,PEREIRA,APROBADA,SI
DIPUTADO,MARIA PAZ,MUÑOZ,SOLIS,APROBADA,SI
DIPUTADO,ALEJANDRA MARJORIE,CEBALLOS,ROJAS,APROBADA,SI
DIPUTADO,MARIA JOSE,CUMPLIDO,BAEZA,APROBADA,SI
DIPUTADO,LUIS EDUARDO,SANTIBAÑEZ,PEREZ,APROBADA,SI
DIPUTADO,RODRIGO,MUÑOZ,SOTO,APROBADA,SI
DIPUTADO,DANIELA NATALY,GONZALEZ,FARIÑA,APROBADA,NO
DIPUTADO,KAROL AIDA,CARIOLA,OLIVA,APROBADA,SI
DIPUTADO,ANDRES,GIORDANO,SALAZAR,APROBADA,SI
DIPUTADO,RONALD EDUARDO,PEREZ,CUEVAS,APROBADA,NO
DIPUTADO,ENGEL ANDREA,ZUÑIGA,ORELLANA,APROBADA,SI
DIPUTADO,MARCELA,CUBILLOS,HEVIA,APROBADA,SI
DIPUTADO,DANIELA FRANCISCA,VILLARROEL,MUÑOZ,RECHAZADA,NO
DIPUTADO,LESTER PATRICIO,CALDERON,HERNANDEZ,APROBADA,SI
DIPUTADO,NOELIA ALEJANDRA,SEGOVIA,REYES,APROBADA,NO
DIPUTADO,CAMILA ALEJANDRA,MEDINA,GAETE,APROBADA,SI
DIPUTADO,LUNA JORAM,PEÑALOZA,AGUIRRE,APROBADA,SI
DIPUTADO,JAVIERA CONSTANZA,MARQUEZ,BASUALTO,APROBADA,NO
DIPUTADO,MARIA FRANCISCA,BELLO,CAMPOS,APROBADA,NO
DIPUTADO,MAITE,ORSINI,PASCAL,APROBADA,SI
DIPUTADO,JESUS ALIER,TORRES,ROLDAN,APROBADA,SI
DIPUTADO,RUBEN DARIO,MARCOS,VELASQUEZ,APROBADA,SI
DIPUTADO,CAMILO MARTIN,JOFRE,CAÑIPA,APROBADA,NO
DIPUTADO,PILAR,NUÑEZ,SEGOVIA,APROBADA,NO
DIPUTADO,DANIEL,CARDENAS,MANSILLA,APROBADA,SI
DIPUTADO,KARIN,MELLA,CANDIA,APROBADA,SI
DIPUTADO,VALESKA FRANCISCA,GOMEZ,URRUTIA,APROBADA,SI
DIPUTADO,ANDREA ALEJANDRA,ESTAY,CAAMAÑO,APROBADA,SI
DIPUTADO,DANIELLA,CICARDINI,MILLA,APROBADA,SI
DIPUTADO,CATALINA BEATRIZ,DIAZ,HENRIQUEZ,RECHAZADA,NO
DIPUTADO,RAUL,SOTO,MARDONES,APROBADA,SI
DIPUTADO,JUAN PABLO,ALARCON,QUINTEROS,APROBADA,SI
DIPUTADO,JOSEFA,FAUNDEZ,ESPINOZA,APROBADA,SI
DIPUTADO,ALVARO ANDRES,PEREZ,JORQUERA,APROBADA,SI
DIPUTADO,SERGIO ANTONIO,PALMA,BRIONES,APROBADA,SI
DIPUTADO,CAMILA IGNACIA,BRICEÑO,CARRASCO,APROBADA,SI
DIPUTADO,ISABEL DEL CARMEN,CAYUL,PIÑA,APROBADA,SI
DIPUTADO,RODRIGO,SALDIVIA,VERA,APROBADA,SI
DIPUTADO,LUIS FERNANDO,SANCHEZ,OSSA,APROBADA,SI
DIPUTADO,DIEGO EDUARDO,IBAÑEZ,COTRONEO,APROBADA,SI
DIPUTADO,CONSTANZA ANDREA,VARGAS,AGUILA,APROBADA,SI
DIPUTADO,NATHALY PAZ,FLORES,TORRES,APROBADA,SI
DIPUTADO,JAVIERA,HORMAZABAL,MARTIN,APROBADA,SI
DIPUTADO,EDUARDO ANTONIO,OCAMPO,CASTILLO,APROBADA,SI
DIPUTADO,PABLO ANDRES,IRIARTE,RAMIREZ,APROBADA,SI
DIPUTADO,EDUARDO RODRIGO,GALVEZ,CANCINO,APROBADA,SI
DIPUTADO,MAIDY LEDY,VELASQUEZ,VERA,APROBADA,SI
DIPUTADO,CAMILA ALONDRA,POLIZZI,FONCECA,APROBADA,SI
DIPUTADO,JOSEFA SOFIA,BONILLA,MORENO,APROBADA,SI
DIPUTADO,PAZ,CHARPENTIER,RAJCEVICH,APROBADA,SI
DIPUTADO,NARGARET VIKI,CRISTI,CARIAGA,APROBADA,SI
DIPUTADO,CRISTIAN,ARAYA,LERDO DE TEJADA,APROBADA,SI
DIPUTADO,MAGDALENA,VERGARA,VIAL,APROBADA,SI
DIPUTADO,SERGIO LUIS,CUBILLOS,VERASAY,APROBADA,SI
DIPUTADO,BARBARA,BUSTOS,OSORIO,APROBADA,NO
DIPUTADO,JAVIER ANTONIO,SANHUEZA,PARRA,APROBADA,SI
DIPUTADO,GAEL FERNANDA,YEOMANS,ARAYA,APROBADA,SI
DIPUTADO,RAISA TAMARA,MARTINEZ,MUÑOZ,APROBADA,SI
DIPUTADO,JENNY ARACELI,IBARRA,CONCHA,APROBADA,SI
SENADOR,MARIA JOSE,GATICA,BERTIN,APROBADA,SI
DIPUTADO,CESAR ANDRES,RETAMAL,MONSALVES,APROBADA,SI
DIPUTADO,NORMAN,ROMO,GROGG,APROBADA,SI
DIPUTADO,NICOLAS FELIPE,ARANCIBIA,COLLAO,APROBADA,SI
DIPUTADO,WILSON,GUTIERREZ,GUTIERREZ,APROBADA,NO
DIPUTADO,HECTOR ARMANDO,ANABALON,ZURITA,APROBADA,SI
DIPUTADO,DANIELA ABIGAIL,CARVACHO,DIAZ,APROBADA,SI
DIPUTADO,LUIS,FUENTES,LOBOS,APROBADA,SI
DIPUTADO,JUAN DE DIOS,VALDIVIESO,TAGLE,APROBADA,SI
DIPUTADO,ANDREA BERNARDITA,FLORES,CALDERON,APROBADA,SI
DIPUTADO,FELIPE,VALDOVINOS,RODRIGUEZ,APROBADA,SI
DIPUTADO,MIGUEL ANDRES,VILLANUEVA,GARRIDO,APROBADA,SI
DIPUTADO,AMERICO EUGENIO,AEDO,URRA,APROBADA,NO
DIPUTADO,HENRY CHRISTOPHER,BOYS,LOEB,APROBADA,SI
DIPUTADO,JAIME ANTONIO,GALAZ,GUZMAN,APROBADA,SI
DIPUTADO,JORGE,BRITO,HASBUN,APROBADA,SI
DIPUTADO,JUAN,SANTANA,CASTILLO,APROBADA,SI
DIPUTADO,FRANCISCO JAVIER,BAEZA,LEIVA,APROBADA,SI
DIPUTADO,MONSERRAT ALEJANDRA,ARRATIA,ZAPATA,RECHAZADA,NO
DIPUTADO,MANUEL ANTONIO,RIOS,SAAVEDRA,APROBADA,SI
DIPUTADO,JORGE,BUSTOS,MELLADO,APROBADA,SI
DIPUTADO,TAMARA,ROGERS,SUFAN,APROBADA,SI
DIPUTADO,PAMELA ANDREA,HIDALGO,PARRA,APROBADA,NO
DIPUTADO,JUAN PABLO,RODRIGUEZ,OYARZUN,APROBADA,SI
DIPUTADO,JORGE ALEJANDRO,SEPULVEDA,ROSALES,APROBADA,NO
DIPUTADO,ENRIQUE,ESTAY,CUEVAS,APROBADA,SI
DIPUTADO,CAMILA CRISTINA,MEZA,HERRERA,APROBADA,NO
DIPUTADO,DIANA NICOL,MADARIAGA,FERNANDEZ,APROBADA,SI
DIPUTADO,YENIFER ALEJANDRA,CARRASCO,TORRES,APROBADA,SI
DIPUTADO,VALERIA PAZ,YAÑEZ,ALVAREZ,APROBADA,SI
DIPUTADO,BEATRIZ ALEJANDRA,BRAVO,VACA,APROBADA,NO
DIPUTADO,GABRIEL,DOMINGUEZ,VALDES,APROBADA,SI
DIPUTADO,MATIAS JAIR,TOLEDO,HERRERA,APROBADA,SI
DIPUTADO,CAMILO ANDRE,BASTIAS,FLORES,APROBADA,SI
DIPUTADO,CAMILA PAZ,CASTILLO,GUERRERO,APROBADA,SI
DIPUTADO,NESTOR LUIS,VERA,ROJAS,APROBADA,SI
DIPUTADO,SILVANA ANDREA,CARCAMO,JEREZ,APROBADA,SI
DIPUTADO,NICOLAS ESTEBAN,PINO,BARRERA,APROBADA,SI
DIPUTADO,CAMILA VANESSA,CARTES,CORDERO,APROBADA,NO
DIPUTADO,SARA AIDA,MIRANDA,SILVA,APROBADA,SI
DIPUTADO,ENRIQUE JOSE,PARRA,MENA,APROBADA,NO
DIPUTADO,MACARENA ANDREA,PARRA,PARRA,APROBADA,SI
DIPUTADO,CARLOS,CONTRERAS,PARRA,APROBADA,SI
DIPUTADO,CAMILA FERNANDA,MUSANTE,MULLER,APROBADA,SI
DIPUTADO,DANIELA BEATRIZ,AVILES,HONORES,APROBADA,NO
DIPUTADO,CARLOS ALFREDO,OYARZUN,CONCHA,APROBADA,SI
DIPUTADO,DIEGO,PACO,MAMANI,APROBADA,SI
DIPUTADO,CAMILA FERNANDA,AGUILAR,TORRES,APROBADA,SI
DIPUTADO,ESTEBAN HERNAN,BARAHONA,CONTRERAS,APROBADA,SI
DIPUTADO,ANDRES,CARRERA,OLIVEROS,APROBADA,SI
DIPUTADO,FRANK,ALMENDARES,MULLER,APROBADA,SI
DIPUTADO,VANJA,ROGOSICH,CVITANIC,APROBADA,NO
DIPUTADO,TABITA SARAI,SILVA,LEIVA,APROBADA,SI
DIPUTADO,TOMAS IGNACIO,LAGOMARSINO,GUZMAN,APROBADA,SI
DIPUTADO,CAMILA PAZ,CACERES,FUENTES,APROBADA,SI
DIPUTADO,BENJAMIN,LORCA,INZUNZA,APROBADA,SI
DIPUTADO,VALESKA ALEJANDRA,CONCHA,CISTERNA,APROBADA,SI
DIPUTADO,ANITA PAZ,JARAMILLO,GALLARDO,APROBADA,SI
DIPUTADO,ALEJANDRA,SEPULVEDA,TORRES,APROBADA,SI
DIPUTADO,GASPAR MATEO,ORTIZ,CARDENAS,APROBADA,SI
DIPUTADO,JEAN-PAUL,SIERRA,HIDALGO,APROBADA,SI
DIPUTADO,ANA,GALLARDO,CARRASCO,APROBADA,SI
DIPUTADO,CHRISTIAN ALBERTO,ASTUDILLO,MUÑOZ,APROBADA,SI
DIPUTADO,KARLA JACQUELINE,PERALTA,DIAZ,APROBADA,NO
DIPUTADO,CAMILA ANDREA,DELGADO,TRONCOSO,APROBADA,SI
DIPUTADO,ABIGAIL ALEJANDRA,CARCAMO,MARTINEZ,APROBADA,SI
DIPUTADO,GABRIEL ALFONSO,MUÑOZ,CARRILLO,APROBADA,SI
DIPUTADO,JUAN PABLO,SANHUEZA,TORTELLA,APROBADA,NO
DIPUTADO,ELIAS IGNACIO,MUÑOZ,PARRA,APROBADA,NO
DIPUTADO,IANCU ANDRES,CORDESCU,DONOSO,APROBADA,SI
DIPUTADO,GABRIEL ESTEBAN,RAMOS,NUÑEZ,APROBADA,SI
DIPUTADO,MATIAS GABRIEL,GAZMURI,KRUBERG,APROBADA,NO
DIPUTADO,MARIANA ANDREA,PIÑONES,HIDALGO,APROBADA,SI
DIPUTADO,CAMILA,BRUNA,FAUNDES,APROBADA,SI
DIPUTADO,FERNANDO ENRIQUE,MARTINEZ,VERGARA,APROBADA,SI
DIPUTADO,CONSTANZA FLORENCIA,VALDES,CONTRERAS,APROBADA,SI
DIPUTADO,FELIPE,CAMAÑO,CARDENAS,APROBADA,SI
DIPUTADO,CAMILA RUZLAY,ROJAS,VALDERRAMA,APROBADA,SI
DIPUTADO,FABIAN ANDRES,ABURTO,ABURTO,APROBADA,SI
DIPUTADO,FRANCISCA LORETO,ARANGUIZ,VERGARA,APROBADA,SI
DIPUTADO,LORETO,BUSTOS,SALGADO,APROBADA,SI
DIPUTADO,CRISTIAN EDUARDO,PUENTES,RIVAS,APROBADA,SI
DIPUTADO,DANIELA,ASENJO,GARRIDO,APROBADA,SI
DIPUTADO,JEAN PIERRE,VARAS,DELGADO,APROBADA,SI
DIPUTADO,PRISCILA VERONICA,GONZALEZ,CARRILLO,APROBADA,SI
DIPUTADO,CAMILO,MORAN,BAHAMONDES,APROBADA,SI
DIPUTADO,NICOLAS FRANCISCO,AGUILERA,FERNANDEZ,APROBADA,SI
DIPUTADO,JUAN ALEJANDRO,TIRADO,BARRERA,APROBADA,NO
DIPUTADO,TAMARA ALEJANDRA,RAMIREZ,RAMIREZ,APROBADA,SI
DIPUTADO,DIEGO FERNANDO,BRAVO,MORALES,APROBADA,SI
DIPUTADO,PAOLA ANDREA,COFRE,VILLALOBOS,APROBADA,SI
DIPUTADO,GASTON ALFREDO,FLORES,ORDENES,APROBADA,SI
DIPUTADO,FRANCISCO NICOLAS,JAIME,ROJAS,APROBADA,SI
DIPUTADO,LUIS FABIAN,MALLA,VALENZUELA,APROBADA,SI
DIPUTADO,JUAN PABLO,CIUDAD,PEREZ,APROBADA,SI
DIPUTADO,NICOLAS,MARTINEZ,BENIMELIS,APROBADA,SI
DIPUTADO,CESAR,LEIVA,RUBIO,APROBADA,SI
DIPUTADO,FRANCIA NICOLE,MUÑOZ,DONOSO,APROBADA,SI
DIPUTADO,IGNACIO PATRICIO,VIDAL,RIVERS,APROBADA,SI
DIPUTADO,DANITZA SCARLETH,ORTIZ,VIVEROS,APROBADA,SI
DIPUTADO,ALEJANDRA PAZ,DECAP,CONTRERAS,APROBADA,NO
DIPUTADO,MAKARENA ISABEL,ARIAS,VARGAS,APROBADA,SI
DIPUTADO,JUAN PAULO,BASTERRECHEA,MADRID,APROBADA,SI
DIPUTADO,BRIAN,RIVAS,TIZNADO,APROBADA,NO
DIPUTADO,NICOLE,MARTINEZ,ARANDA,APROBADA,SI
DIPUTADO,CATALINA,PEREZ,SALINAS,APROBADA,SI
DIPUTADO,BARBARA ANDREA,VERA,SEPULVEDA,APROBADA,SI
DIPUTADO,ARIEL,MARCHIONI,BOWEN,APROBADA,SI
DIPUTADO,DIEGO ALEJANDRO,BAEZA,SEPULVEDA,APROBADA,NO
DIPUTADO,KAREN,CONA,HUENCHULAF,APROBADA,NO
DIPUTADO,GABRIELA DEL CARMEN,ESPAÑA,COLLIO,APROBADA,SI
DIPUTADO,SOFIA,DURAN,ESCOBAR,APROBADA,NO
DIPUTADO,ANGEL ANDRES,DELGADO,CARDENAS,APROBADA,SI
DIPUTADO,VALENTINA PAZ,ALBARRACIN,GONZALEZ,APROBADA,NO
DIPUTADO,MAURICIO ALEJANDRO,LEPIN,ANIÑIR,APROBADA,SI
DIPUTADO,CRISTIAN IGNACIO,SEPULVEDA,MUÑOZ,APROBADA,NO
DIPUTADO,MARIANA,SANDOVAL,LLANCAFIL,APROBADA,SI
DIPUTADO,ROBERTO ANTONIO,MANZANO,PEREZ,APROBADA,NO
DIPUTADO,FRANCISCO JAVIER,ARIAS,TERUEL,APROBADA,SI
DIPUTADO,ISABEL,GARRIDO,CASASSA,APROBADA,SI
DIPUTADO,SUSANA SALIME,HIPLAN,ESTEFFAN,APROBADA,SI
DIPUTADO,DAUNO,TOTORO,NAVARRO,APROBADA,SI
DIPUTADO,ESTRELLA CONSTANZA,MEZA,LAVANDERO,APROBADA,SI
DIPUTADO,NATALIA,ARAYA,AVILES,APROBADA,SI
DIPUTADO,BENJAMIN,MORENO,BASCUR,APROBADA,SI
DIPUTADO,JOAQUIN,SALDIVIA,JARPA,APROBADA,SI
DIPUTADO,ALEXANDRA,MACHUCA,NORAMBUENA,APROBADA,SI
DIPUTADO,JAIME ANTONIO,FUENTES,PURRAN,APROBADA,SI
DIPUTADO,RODRIGO TOMAS,MALLEA,CARDEMIL,APROBADA,SI
DIPUTADO,FELIPE IGNACIO,ARAYA,PEREZ,APROBADA,SI
DIPUTADO,FELIPE JAVIER,CARCAMO,MORENO,APROBADA,SI
DIPUTADO,ALENA MARIA,GUTIERREZ,MORENO,APROBADA,SI
DIPUTADO,CRISTOBAL EDUARDO,ESPINOZA,TOBAR,APROBADA,SI
DIPUTADO,CONSUELO DE LOS ANGELES,VELOSO,AVILA,APROBADA,SI
DIPUTADO,PEDRO ANTONIO DE JESUS,LEAL,VERGARA,APROBADA,SI
DIPUTADO,PABLO VALENTIN,RECABAL,MATURANA,APROBADA,NO
DIPUTADO,GABRIELA ANDREA,ALVAREZ,DIAZ,APROBADA,SI
DIPUTADO,NAYARIT,ARTEAGA,VALENZUELA,APROBADA,SI
DIPUTADO,TAREK,GIACAMAN,MAHANA,APROBADA,SI
DIPUTADO,MATIAS JESUS,SANCHEZ,DIAZ,APROBADA,SI
DIPUTADO,SEBASTIAN ALEXIS,AVILES,TAPIA,APROBADA,SI
DIPUTADO,DANILO ANDRES,RAMIREZ,CORTES,APROBADA,NO
DIPUTADO,PAULA IGNACIA,CEA,FUENTES,APROBADA,SI
DIPUTADO,CRISTOBAL IGNACIO,MATAMALA,HENRIQUEZ,APROBADA,SI
DIPUTADO,RONALD,VARGAS,DIAZ,APROBADA,NO
DIPUTADO,JONNATHAN AGUSTIN,REMAGGI,SANHUEZA,APROBADA,NO
DIPUTADO,PATRICIO JAVIER,PICHUN,CASTILLO,APROBADA,NO
DIPUTADO,SUELY CILEIDI,ARANCIBIA,BENICIO,APROBADA,SI
DIPUTADO,JANYN ESTEFANIA,ARANEDA,VASQUEZ,APROBADA,SI
DIPUTADO,NATASCHA CAROLINA,GOTSCHLICH,ENRIQUEZ,APROBADA,NO
DIPUTADO,SEBASTIAN ANTONIO,ABARCA,MARIÑO,APROBADA,SI
DIPUTADO,OSCAR ARIEL,SILVA,QUIROZ,APROBADA,SI
DIPUTADO,SARA,CONCHA,SMITH,APROBADA,SI
DIPUTADO,NESTOR NICOLAS,ABARZUA,AVILES,APROBADA,SI
DIPUTADO,CATALINA,OLAVARRIA,NELSON,APROBADA,SI
